ID,NUS3Bank Name
0x0133,bgm_q01_fc_famicommedley
0x0134,bgm_q02_rob_blockandgyro
0x0135,bgm_q04_drm_chill
0x0136,bgm_q05_clu_clucluland
0x0137,bgm_q07_ice_iceclimber
0x0138,bgm_q08_oni_shinonigashima
0x0139,bgm_q09_3hr_title
0x013a,bgm_q10_trs_typea
0x013b,bgm_q11_trs_typeb
0x013c,bgm_q12_x_tunnelscene
0x013d,bgm_q15_bft_medley
0x013e,bgm_q16_bft_balloontrip
0x013f,bgm_q17_nmj_medley
0x0140,bgm_q18_po_running_countdown
0x0141,bgm_q19_dkh_title
0x0142,bgm_q20_wcr_gamestart
0x0143,bgm_q21_mpo_shiaityuu
0x0144,bgm_q22_pw_lightplane
0x0145,bgm_q23_pw_lightplane_ver2
0x0146,bgm_q24_wcr_bgma
0x0147,bgm_q26_pw_lightplane
0x0148,bgm_r02_pictochat
0x0149,bgm_r04_gw_flatzone2
0x014a,bgm_r05_mtg_mariotennis_mariogolf
0x014b,bgm_r06_pdp_lipnotheme
0x014c,bgm_r07_mmg_marionationgear
0x014d,bgm_r08_yaj_title
0x014e,bgm_r09_1080_goldenforest
0x014f,bgm_r11_spc_wiishopingchannel
0x0150,bgm_r12_ont_sentou_boss
0x0151,bgm_r14_ext_excitetruck
0x0152,bgm_r15_nou_dstraning
0x0154,bgm_r18_ntd_shower
0x0155,bgm_r19_ntd_shower_ver2
0x0156,bgm_r20_ngc_nigaoehiroba
0x0157,bgm_r21_wpo_minorcircuit
0x0158,bgm_r22_tdcs_tomodachicollection
0x0159,bgm_r23_xbd_gaurheigen
0x015a,bgm_r24_xbd_nawokansurumonotachi
0x015b,bgm_r25_xbd_kinoritsudou
0x015c,bgm_r26_scd2_sekaiwosukueyuushayo
0x015d,bgm_r27_scd2_yaminoou
0x015e,bgm_r28_wft_hoopdance
0x015f,bgm_r29_wftp_athleticmii
0x0160,bgm_r30_wftp_skebo_freemode
0x0161,bgm_r31_wsp_title
0x0162,bgm_r32_wsr_title
0x0163,bgm_r33_wsr_title_ver2
0x0164,bgm_r34_bt2_thevaledictoryelegy
0x0165,bgm_r35_hne_battleareaa_greecce
0x0166,bgm_r36_xbd_arrangemedley
0x0167,bgm_r37_hsz_boss1
0x0168,bgm_r38_iki_maintheme
0x0169,bgm_r39_pwr_hikouki
0x016a,bgm_r40_pwr_hangglider
0x016b,bgm_r41_cct_opening
0x016c,bgm_r42_nld_title
0x016d,bgm_r43_wgf_title
0x016e,bgm_r44_wft_rhythmboxing
0x016f,bgm_r45_wftp_segwaychallange_tyuukyuu
0x0170,bgm_r46_wftu_luge
0x0171,bgm_r47_wptu_theme_1
0x0172,bgm_r48_wsr_title
0x0173,bgm_r49_motto_menu
0x0174,bgm_r50_sbg_bosskyuumonsterbattle
0x0175,bgm_r51_cap_macnouta
0x0176,bgm_r52_bbdx_performance
0x0177,bgm_r53_po_splashscreen
0x0178,bgm_r54_po_worldcircuitfight
0x0179,bgm_r55_xbd_tekitonotaiji
0x017a,bgm_r56_xbd_sentou
0x017b,bgm_r57_xbd_gaurheigen_yoru
0x017c,bgm_r58_xbd_yukutewohabamumono
0x017d,bgm_r59_xrt_tunnelnormal
0x017e,bgm_r60_ont_worldmap
0x017f,bgm_r61_egk_swan_lesson
0x0180,bgm_r63_arg_dragonnotatakai
0x0181,bgm_r64_nld_title
0x0182,bgm_r65_wgf_fashonshow
0x0183,bgm_r66_rlw_move2
0x0184,bgm_r67_rmx_remix2_title
0x0185,bgm_r68_101_rolloutwonderful100
0x0186,bgm_r69_101_jerginghaplanetdestructionform
0x0187,bgm_s01_rm2_medley
0x0188,bgm_s02_rm2_airman_stage
0x0189,bgm_s03_rm3_sparkman_stage
0x018a,bgm_s04_rm2_originalmedley
0x018b,bgm_s05_rm_cutman_stage
0x018c,bgm_s06_rm2_quickman_stage
0x018d,bgm_s07_rm3_shadowman_stage
0x018e,bgm_s08_rm_originalmedley
0x018f,bgm_s09_rm3_originalmedley
0x0190,bgm_s10_rm4_6_originalmedley
0x0191,bgm_t01_sb_staffroll
0x0192,bgm_t06_spr_kongojungle
0x0193,bgm_t07_sb_staffroll
0x0194,bgm_t08_sb_yoshiisland
0x0195,bgm_u01_snc_greenhillzone
0x0196,bgm_u04_snc3_angelislandzone
0x0197,bgm_u08_sadv_openyourheart
0x0198,bgm_u09_sadv2_liveandlearn
0x0199,bgm_u10_shrs_sonicheroes
0x019b,bgm_u12_snc06_hisworld_instrumental
0x019c,bgm_u13_srng_sevenringsinhand
0x019d,bgm_u14_sadv2_escapefromthecity
0x019e,bgm_u15_sblk_knightofthewind
0x019f,bgm_u16_sclr_reachforthestars
0x01a0,bgm_u17_sgen_rooftoprun
0x01a1,bgm_u18_slst_wonderworld
0x01a2,bgm_u19_slst_windyhill_zone1
0x01a3,bgm_v01_pac_pacman
0x01a4,bgm_v02_pac_pacman_clubmix
0x01a5,bgm_v03_mna_pacmanspark_blocktown
0x01a6,bgm_v04_lbl_libblelabble_medley
0x01a7,bgm_v05_mcr_metrocross_medley
0x01a8,bgm_v06_nmc_80smedley1
0x01a9,bgm_v07_nmc_80smedley2
0x01aa,bgm_v08_skd_skykid_medley
0x01ad,bgm_w01_smb_peachjyou
0x01ae,bgm_w02_sm64_rainbowcruise
0x01af,bgm_w04_mr_brinstarshinbu
0x01b0,bgm_w05_wld_yostertou
0x01b1,bgm_w07_kby_greengreens
0x01b2,bgm_w08_sfx_cornelia
0x01b3,bgm_w09_pm_pokemonstadium
0x01b4,bgm_w10_pm_pokemonakuukan
0x01b5,bgm_w11_fzr_bigblue
0x01b6,bgm_w12_mtr_onet
0x01b7,bgm_w13_ice_iciclemountain
0x01b8,bgm_w14_gw_flatzone
0x01b9,bgm_w15_smb3_supermario3
0x01ba,bgm_w16_kg_pekemonstadiumkingin
0x01bb,bgm_w17_fem_fireemblem
0x01bc,bgm_w18_mrd_machrider
0x01bd,bgm_w19_mtr_pollyanna
0x01be,bgm_w20_drm_drmario
0x01bf,bgm_w24_lnk_shinden
0x01c0,bgm_w25_sbdx_shuuten
0x01c1,bgm_w26_dk64_monkyrap
0x01c2,bgm_w27_mr_brinstar
0x01c3,bgm_w28_sfx_wakuseivenom
0x01c4,bgm_w29_fzr_mutecity
0x01c5,bgm_w30_sbdx_menu
0x01c6,bgm_w31_sbdx_gigakoopa
0x01c7,bgm_w33_sbdx_menu2
0x01c8,bgm_w34_sbdx_menu
0x01c9,bgm_w35_sbdx_menu_ver2
0x01ca,bgm_w36_zld_greatbay
0x01cb,bgm_w37_str_yoshistory
0x01cc,bgm_w39_sbdx_hyakuninkumite2
0x01cd,bgm_w40_sbdx_metalbattle
0x01ce,bgm_w41_sbdx_figuremeikan
0x01cf,bgm_x02_sbx_menu1
0x01d0,bgm_x04_sbx_senjyou
0x01d1,bgm_x05_sbx_shuuten
0x01d2,bgm_x07_sbx_onlinerenshuustage
0x01d3,bgm_x16_sbx_homeruncontest
0x01d4,bgm_x17_sbx_nasakemuyoukumite
0x01d5,bgm_x18_sbx_bossbattle
0x01d6,bgm_x19_sbx_figuremeikan
0x01d7,bgm_x25_sbx_senjyou_ver2
0x01d8,bgm_y05_sbx_bosssentoukyoku1
0x01d9,bgm_y07_sbx_bosssentoukyoku2
0x01da,bgm_z00_f_miifighter
0x01db,bgm_z01_f_mario
0x01dc,bgm_z02_f_donkey
0x01dd,bgm_z03_f_link
0x01de,bgm_z04_f_samus
0x01df,bgm_z05_f_yoshi
0x01e0,bgm_z06_f_kirby
0x01e1,bgm_z07_f_fox
0x01e2,bgm_z08_f_pikachu
0x01e3,bgm_z09_f_luigi
0x01e4,bgm_z10_f_captain
0x01e5,bgm_z11_f_ness
0x01e6,bgm_z12_f_koopa
0x01e7,bgm_z13_f_peach
0x01e8,bgm_z14_f_zelda
0x01e9,bgm_z15_f_sheik
0x01ea,bgm_z17_f_marth
0x01eb,bgm_z18_f_gamewatch
0x01ec,bgm_z19_f_falco
0x01ed,bgm_z20_f_ganon
0x01ee,bgm_z21_f_wario
0x01ef,bgm_z22_f_metaknight
0x01f0,bgm_z23_f_pit
0x01f1,bgm_z24_f_zerosamus
0x01f2,bgm_z25_f_pikmin
0x01f3,bgm_z27_f_diddy
0x01f4,bgm_z32_f_dedede
0x01f5,bgm_z33_f_lucario
0x01f6,bgm_z34_f_ike
0x01f7,bgm_z35_f_robot
0x01f8,bgm_z37_f_purin
0x01f9,bgm_z41_f_toonlink
0x01fa,bgm_z47_f_sonic
0x01fd,bgm_z54_j_figureget
0x01fe,bgm_z55_j_rarefigure
0x01ff,bgm_z57_j_youso01
0x0200,bgm_z58_j_youso02
0x0201,bgm_z59_f_lizardon
0x0202,bgm_z60_f_mariod
0x0203,bgm_z61_f_lucina
0x0204,bgm_z62_f_pitb
0x0205,bgm_z63_f_rosetta
0x0206,bgm_z64_f_wiifit
0x0207,bgm_z65_f_littlemac
0x0208,bgm_z66_f_murabito
0x0209,bgm_z67_f_palutena
0x020a,bgm_z68_f_reflet
0x020b,bgm_z69_f_duckhunt
0x020c,bgm_z70_f_koopajr
0x020d,bgm_z71_f_shulk
0x020e,bgm_z72_f_gekkouga
0x020f,bgm_z73_f_pacman
0x0210,bgm_z74_f_rockman
0x0214,bgm_z80_f_mewtwo
0x0215,bgm_z81_f_ryu
0x0216,bgm_z82_f_lucas
0x0217,bgm_z83_f_roy
0x0218,bgm_sf01a_sf2_ryu
0x0219,bgm_sf01b_sf2_ryu_pinch
0x021a,bgm_sf02a_sf2_ryu_2
0x021b,bgm_sf02b_sf2_ryu_2_pinch
0x021c,bgm_sf03a_sf2_ken
0x021d,bgm_sf03b_sf2_ken_pinch
0x021e,bgm_sf04a_sf2_ken_2
0x021f,bgm_sf04b_sf2_ken_2_pinch
0x0220,bgm_sf05_sf2_ryustage
0x0221,bgm_sf06_sf2_kenstage
0x0222,bgm_f27_air_moristage
0x0223,bgm_f28_kby64_popstar
0x0224,bgm_f29_tdx_tamashiinotatakai
0x0225,bgm_f30_yim_icecreamisland
0x0226,bgm_t09_sdx_pupupuland
0x0227,bgm_w06_sdx_yumenoizumi
0x0228,bgm_r70_rtg_bluebirds
0x0229,bgm_r71_mrt_sarudokei
0x022b,bgm_a67_sm64_slider
0x022c,bgm_a68_musa_chijyou
0x022d,bgm_a69_sm64_maintheme
0x022e,bgm_t10_smb_peachjyoujoku
0x022f,bgm_c14_mnk_terminaheigen
0x0230,bgm_c33_zld_chijiyou
0x0231,bgm_c34_tri_omotenochijiyou
0x0232,bgm_c35_tno_hyrulemaintheme
0x0233,bgm_c36_zld_medley
0x0234,bgm_t11_zld_hyrulejiyou
0x0235,bgm_a45a_newu_chijyou_smmlink
0x0236,bgm_a66a_smb3_chijyou_smmlink
0x0237,bgm_a70_smm_title
0x0238,bgm_a71_smb_chijyou
0x0239,bgm_a71a_smb_chijyou_smmlink
0x023a,bgm_a72_wld_chijyou
0x023b,bgm_a72a_wld_chijyou_smmlink
0x023c,bgm_z84_j_orekyoku_smm_chijyou_link
0x023d,bgm_z85_f_cloud
0x023f,bgm_ff01_ff7_tatakaumonotachi
0x0240,bgm_ff02_ff7_saranitatakaumonotachi
0x0241,bgm_j24_if_hitoriomou
0x0242,bgm_j25_if_hitoriomou
0x0243,bgm_j26_if_lostinthoughtsallalone
0x0244,bgm_z87_f_kamui
0x0245,bgm_z86_f_bayonetta
0x0246,bgm_by01_by_oneofakind
0x0247,bgm_by02_by_ridersofthelight
0x0248,bgm_by03_by_mysteriousdestiny
0x0249,bgm_by04_by_letshittheclimax
0x024a,bgm_by05_by_redandblack
0x024b,bgm_by06_by_afterburnerclimaxmix
0x024c,bgm_by07_by_tomoyo
0x024d,bgm_by08_by_letsdanceboys
0x024e,bgm_by09_by2_thelegendofaesir
0x024f,bgm_by10_by2_tomorrowismine
0x0250,bgm_by11_by2_timefortheclimax
0x0251,bgm_sp01_sp_splattack
0x0252,bgm_sp02_sp_inkorsink
0x0254,bgm_sp04_sp_krakenup
0x0255,bgm_sp05_sp_metalopod
0x0256,bgm_sp06_sp_nowornever
0x0257,bgm_sp07_sp_kimiironisomete
0x0258,bgm_sp08_sp_imanuraneba
0x0259,bgm_sp09_sp_shiokarabushi
0x025a,bgm_sp10_sp_quickstart
0x025b,bgm_sp11_sp_octoweaponry
0x025c,bgm_sp12_sp_iamoctavio
0x025e,bgm_ad01_fc_starker
0x0260,bgm_ad03_fc_outoftime
0x0261,bgm_ad04_dc2_bloodytears
0x0262,bgm_ad05_dc2_dwellingofdoom
0x0264,bgm_ad20_ac_beginning
0x0265,bgm_ad21_ac_jyujikawomuneni
0x0266,bgm_ad30_hd_tasogarenoseikon
0x0267,bgm_ad31_hd_yorumadematenai
0x0268,bgm_ad32_hd_aquarius
0x0269,bgm_ad33_hd_slash
0x026b,bgm_ad07_sfc_simonbelmontnotheme
0x026c,bgm_ad08_vk_ironblueintention
0x026d,bgm_ad09_cm_awake
0x026e,bgm_ad10_cv_shinjitsunonageki
0x026f,bgm_ad11_sj_shikkokunoshinkou
0x0270,bgm_ad12_gl_jailofjewel
0x0271,bgm_ad13_gl_hailfromthepast
0x0272,bgm_ad14_gl_keishou_kekkonnoketsuzoku
0x0273,bgm_ad15_ju_vampirekiller
0x0275,bgm_ad17_ju_madforest
0x0276,bgm_ad18_ju_draculascastle
0x0277,bgm_ad19_ju_danceofillusions
0x0278,bgm_ad22_ac_simonnotheme
0x0279,bgm_ad23_hd_koujoukairou
0x027a,bgm_ad24_hd_yamiyonogekitotsu
0x027b,bgm_ad25_hd_shikkokunotsubasa
0x027c,bgm_ad26_hd_kirisakaretaseijaku
0x027d,bgm_ad27_hd_ushinawaretasaiga
0x027e,bgm_ad28_hd_nothingtolose
0x027f,bgm_ad29_hd_hikyounokikoushi
0x0280,bgm_ad35_hd_ikegetsufuma
0x0281,bgm_f14_kby_gb_greengreens
0x0282,bgm_f15_kby_gb_castlelololo
0x0283,bgm_f16_kby_gb_floatislands
0x0284,bgm_f17_kby_gb_bubblyclouds
0x0285,bgm_f18_kby_gb_mtdedede
0x0286,bgm_mg06_mgs4_themeoflove
0x0287,bgm_r03_electroplankton
0x0288,bgm_t15_pm_yamabukicity
0x0289,bgm_w03_spr_junglegarden
0x028a,bgm_w32_mtr2_fourside
0x028b,bgm_assist_sp_shiokarabushi
0x028c,bgm_assist_sp_kimiironisomete
0x028d,bgm_a75_smo_breakfree
0x028e,bgm_a76_smo_finaldungeon
0x028f,bgm_a77_smo_forestkingdom
0x0290,bgm_a78_smo_jumpupsuperstar
0x0291,bgm_a79_smo_newdonkcity
0x0292,bgm_a80_smo_smbtheme_bandplay
0x0293,bgm_a81_smo_waterfallkingdom
0x0294,bgm_c37_bow_ganon_latter
0x0295,bgm_c38_bow_hyrulejyou_outside
0x0296,bgm_c39_bow_kasstheme
0x0297,bgm_c40_bow_maintheme
0x0298,bgm_ad36_gy_ougonnobukyoku
0x0299,bgm_a82_lm_theme
0x029a,bgm_d17_prm_vsparasitequeen
0x029b,bgm_h23_sm_sentou_yaseipokemon
0x029c,bgm_j27_hr_menu
0x029d,bgm_k14_mtr_magicant
0x029e,bgm_k15_mtr2_fourside
